State,Case number,Vehicle count,People count IN,People count OUT,Day,Month,Year,Day of week,Hour,Minute
Maryland,240485,1,1,1,18,9,2021,7,20,44
Maryland,240486,2,2,0,20,8,2021,6,22,18
Maryland,240488,3,5,5,14,9,2021,3,19,26
Maryland,240489,2,3,0,22,10,2021,6,20,57
Maryland,240490,1,1,1,10,4,2021,7,2,18
Maryland,240491,2,2,0,5,12,2021,1,12,38
Maryland,240492,2,5,0,20,12,2021,2,19,13
Maryland,240493,1,1,0,4,9,2021,7,17,20
Maryland,240494,2,1,0,5,9,2021,1,7,52
Maryland,240495,2,4,0,25,12,2021,7,16,55
Maryland,240496,3,6,1,15,8,2021,1,21,35
Maryland,240497,1,1,0,31,10,2021,1,1,59
Maryland,240498,1,2,0,7,2,2021,1,15,26
Maryland,240499,1,2,0,25,12,2021,7,6,15
Maryland,240500,1,1,0,30,9,2021,5,22,20
Maryland,240501,1,1,1,27,6,2021,1,21,34
Maryland,240502,3,2,1,8,6,2021,3,11,7
Maryland,240503,2,5,0,26,8,2021,5,12,30
Maryland,240504,1,5,0,16,12,2021,5,2,27
Maryland,240505,1,1,1,2,11,2021,3,7,5
Maryland,240506,2,2,0,1,11,2021,2,23,17
Maryland,240507,2,5,0,13,3,2021,7,2,36
Maryland,240508,2,3,0,14,8,2021,7,23,33
Maryland,240509,2,5,0,21,10,2021,5,19,24
Maryland,240510,2,3,0,12,9,2021,1,3,44
Maryland,240511,2,2,0,5,11,2021,6,20,13
Maryland,240512,1,1,1,17,10,2021,1,22,41
Maryland,240513,1,1,1,19,7,2021,2,0,38
Maryland,240514,1,2,0,16,9,2021,5,1,0
Maryland,240515,1,1,0,16,11,2021,3,19,51
Maryland,240516,2,2,1,7,6,2021,2,20,31
Maryland,240517,1,1,1,1,7,2021,5,15,54
Maryland,240518,1,1,2,1,11,2021,2,2,33
Maryland,240519,2,2,0,29,8,2021,1,2,0
Maryland,240520,3,4,1,3,9,2021,6,21,57
Maryland,240521,1,4,0,25,2,2021,5,2,53
Maryland,240522,1,3,0,2,11,2021,3,11,13
Maryland,240523,1,1,1,31,12,2021,6,22,53
Maryland,240524,3,4,0,10,12,2021,6,21,41
Maryland,240525,1,1,1,19,11,2021,6,12,43
Maryland,240526,2,2,0,4,12,2021,7,20,23
Maryland,240527,2,2,0,14,12,2021,3,23,13
Maryland,240528,1,1,1,3,11,2021,4,14,17
Maryland,240529,1,1,1,7,8,2021,7,0,57
Maryland,240530,1,1,1,30,10,2021,7,14,28
Maryland,240531,2,2,1,16,11,2021,3,3,25
Maryland,240532,2,4,0,11,12,2021,7,0,22
Maryland,240533,2,2,0,12,11,2021,6,12,6
Maryland,240534,2,2,0,19,3,2021,6,10,37
North Carolina,370001,1,1,0,6,1,2021,4,14,17
North Carolina,370002,2,2,0,17,1,2021,1,15,40
North Carolina,370003,2,4,0,2,1,2021,7,19,16
North Carolina,370004,1,2,0,9,1,2021,7,19,12
North Carolina,370005,1,1,0,3,1,2021,1,0,6
North Carolina,370006,1,1,0,8,1,2021,6,8,33
North Carolina,370007,2,2,0,17,1,2021,1,15,18
North Carolina,370008,1,2,2,15,1,2021,6,23,39
North Carolina,370009,1,1,0,7,1,2021,5,9,57
North Carolina,370010,1,1,1,9,1,2021,7,2,48
North Carolina,370011,2,2,0,27,1,2021,4,10,24
North Carolina,370012,2,2,0,31,1,2021,1,18,18
North Carolina,370013,1,1,0,2,1,2021,7,2,3
North Carolina,370014,2,3,1,5,1,2021,3,19,43
North Carolina,370015,1,1,0,11,1,2021,2,11,45
North Carolina,370016,2,2,0,25,1,2021,2,13,20
North Carolina,370017,2,2,0,20,1,2021,4,18,48
North Carolina,370018,2,3,0,26,1,2021,3,14,10
North Carolina,370019,2,3,0,2,1,2021,7,18,35
North Carolina,370020,2,6,0,9,1,2021,7,15,40
North Carolina,370021,1,2,0,31,1,2021,1,2,23
North Carolina,370022,1,2,0,28,1,2021,5,1,55
North Carolina,370023,2,2,0,9,1,2021,7,17,48
North Carolina,370024,2,2,0,13,1,2021,4,11,17
North Carolina,370025,2,1,1,4,1,2021,2,14,27
North Carolina,370026,3,3,0,18,1,2021,2,13,28
North Carolina,370027,2,3,0,7,1,2021,5,17,34
North Carolina,370028,2,2,0,22,1,2021,6,14,41
North Carolina,370029,2,2,0,13,1,2021,4,6,54
North Carolina,370030,1,1,0,15,1,2021,6,4,47
North Carolina,370031,2,2,0,26,1,2021,3,8,6
North Carolina,370032,1,1,0,1,1,2021,6,5,30
North Carolina,370033,2,2,0,6,1,2021,4,15,27
North Carolina,370034,2,3,0,23,1,2021,7,13,22
North Carolina,370035,1,1,0,11,1,2021,2,8,23
North Carolina,370036,2,3,0,9,1,2021,7,9,43
North Carolina,370037,2,2,0,8,1,2021,6,23,5
North Carolina,370038,2,3,0,13,1,2021,4,15,3
North Carolina,370039,1,1,1,29,1,2021,6,6,48
North Carolina,370040,1,1,0,31,1,2021,1,22,4
North Carolina,370041,1,1,0,2,1,2021,7,18,25
North Carolina,370042,2,2,0,9,1,2021,7,12,38
North Carolina,370043,1,1,0,6,1,2021,4,20,26
North Carolina,370044,1,1,0,29,1,2021,6,0,23
North Carolina,370045,1,1,1,22,1,2021,6,22,42
North Carolina,370046,1,1,0,1,1,2021,6,0,32
North Carolina,370047,1,1,0,22,1,2021,6,19,18
North Carolina,370048,1,1,1,1,1,2021,6,12,11
North Carolina,370049,1,1,1,5,1,2021,3,4,41
North Carolina,370051,1,4,1,25,1,2021,2,12,21
North Carolina,370052,2,2,0,25,1,2021,2,1,56
North Carolina,370053,2,2,0,16,1,2021,7,19,30
North Carolina,370054,2,1,0,31,1,2021,1,13,44
North Carolina,370055,1,1,0,27,1,2021,4,15,57
North Carolina,370056,1,5,0,8,1,2021,6,18,13
North Carolina,370057,1,1,1,25,1,2021,2,17,27
North Carolina,370058,1,1,1,10,1,2021,1,23,48
North Carolina,370059,2,2,0,24,1,2021,1,18,25
North Carolina,370060,1,1,1,30,1,2021,7,21,48
North Carolina,370061,1,1,1,27,1,2021,4,18,21
North Carolina,370062,1,1,1,31,1,2021,1,18,5
North Carolina,370063,1,1,0,6,1,2021,4,22,45
North Carolina,370064,1,1,0,29,1,2021,6,21,3
North Carolina,370065,2,2,0,9,1,2021,7,14,43
North Carolina,370066,2,2,0,13,1,2021,4,17,51
North Carolina,370067,1,5,0,10,1,2021,1,2,38
North Carolina,370068,3,5,0,1,1,2021,6,0,23
North Carolina,370069,1,1,2,4,1,2021,2,13,48
North Carolina,370070,1,1,1,9,1,2021,7,0,27
North Carolina,370071,1,1,1,4,1,2021,2,19,21
North Carolina,370072,2,3,0,9,1,2021,7,21,29
North Carolina,370073,3,5,0,13,1,2021,4,18,7
North Carolina,370074,2,1,1,22,1,2021,6,8,49
North Carolina,370075,8,11,0,28,1,2021,5,16,30
North Carolina,370076,1,1,1,27,1,2021,4,20,29
North Carolina,370077,1,1,0,5,1,2021,3,21,51
North Carolina,370078,2,2,0,19,1,2021,3,16,7
North Carolina,370079,1,1,0,8,1,2021,6,2,13
North Carolina,370080,2,2,1,27,1,2021,4,4,56
North Carolina,370081,2,3,0,9,1,2021,7,9,52
North Carolina,370082,2,3,0,25,1,2021,2,13,7
North Carolina,370083,2,1,0,18,1,2021,2,14,48
North Carolina,370084,1,1,0,15,1,2021,6,16,42
North Carolina,370085,1,1,0,28,1,2021,5,19,43
North Carolina,370086,2,3,0,4,1,2021,2,18,35
North Carolina,370087,1,1,1,22,1,2021,6,9,40
North Carolina,370088,1,2,0,22,1,2021,6,22,53
North Carolina,370089,1,1,0,2,1,2021,7,19,46
North Carolina,370090,1,2,0,1,1,2021,6,13,6
North Carolina,370091,2,3,1,14,1,2021,5,21,10
North Carolina,370092,2,3,0,7,1,2021,5,16,11
North Carolina,370094,1,1,0,30,1,2021,7,21,33
North Carolina,370095,2,2,0,1,1,2021,6,19,35
North Carolina,370096,1,2,0,21,1,2021,5,3,25
North Carolina,370097,3,6,0,20,1,2021,4,15,47
North Carolina,370098,2,2,0,16,1,2021,7,7,44
North Carolina,370099,2,3,0,18,1,2021,2,17,53
North Carolina,370100,1,1,0,5,1,2021,3,21,1
North Carolina,370101,2,3,0,12,1,2021,3,16,50
North Carolina,370102,2,2,0,29,1,2021,6,22,58
North Carolina,370103,1,1,0,15,1,2021,6,17,9
North Carolina,370104,3,2,0,23,1,2021,7,22,52
North Carolina,370105,1,6,0,1,1,2021,6,3,49
North Carolina,370106,1,1,0,21,1,2021,5,21,47
North Carolina,370107,1,1,0,26,1,2021,3,16,0
North Carolina,370108,2,3,0,1,1,2021,6,12,39
North Carolina,370109,1,1,1,3,1,2021,1,7,24
North Carolina,370110,2,3,0,10,1,2021,1,23,23
North Carolina,370111,5,9,0,3,1,2021,1,12,56
North Carolina,370112,1,2,0,27,1,2021,4,8,26
North Carolina,370113,2,2,0,14,1,2021,5,10,29
North Carolina,370114,1,3,0,8,1,2021,6,21,49
North Carolina,370115,1,2,0,20,1,2021,4,23,46
North Carolina,370116,1,1,0,11,1,2021,2,8,41
North Carolina,370117,1,2,1,27,1,2021,4,6,42
North Carolina,370118,4,8,0,28,1,2021,5,13,56
North Carolina,370119,1,1,0,29,1,2021,6,15,42
North Carolina,370120,1,1,1,9,1,2021,7,21,28
North Carolina,370121,1,1,1,1,1,2021,6,4,49
North Carolina,370122,1,1,1,17,1,2021,1,16,12
North Carolina,370123,2,4,0,19,1,2021,3,10,12
North Carolina,370124,1,1,0,26,2,2021,6,0,1
North Carolina,370125,1,1,0,5,2,2021,6,10,0
North Carolina,370126,2,1,2,27,2,2021,7,15,5
North Carolina,370127,1,1,1,7,2,2021,1,12,48
North Carolina,370128,1,1,0,13,2,2021,7,21,9
North Carolina,370129,2,2,0,18,2,2021,5,8,12
North Carolina,370130,2,3,0,21,2,2021,1,2,0
North Carolina,370131,1,1,1,16,2,2021,3,18,14
North Carolina,370132,2,2,0,17,2,2021,4,11,50
North Carolina,370133,2,2,0,24,2,2021,4,18,17
North Carolina,370134,1,1,1,27,2,2021,7,19,7
North Carolina,370135,1,1,1,23,2,2021,3,19,21
North Carolina,370136,1,1,1,26,2,2021,6,99,99
North Carolina,370137,1,1,0,28,2,2021,1,22,54
North Carolina,370138,3,3,0,23,2,2021,3,21,38
North Carolina,370139,1,2,1,28,2,2021,1,3,44
North Carolina,370140,1,2,0,12,2,2021,6,22,34
North Carolina,370141,1,1,0,5,2,2021,6,2,30
North Carolina,370142,1,5,0,1,2,2021,2,22,15
North Carolina,370143,1,1,0,7,2,2021,1,8,52
North Carolina,370144,2,2,0,10,2,2021,4,16,42
North Carolina,370145,2,3,0,20,2,2021,7,10,9
North Carolina,370146,1,1,0,25,2,2021,5,19,4
North Carolina,370147,2,3,0,1,2,2021,2,18,11
North Carolina,370148,1,1,0,10,2,2021,4,7,45
North Carolina,370149,1,1,1,25,2,2021,5,19,28
North Carolina,370150,2,3,0,5,2,2021,6,11,34
North Carolina,370151,1,1,0,6,2,2021,7,14,10
North Carolina,370152,1,1,1,6,2,2021,7,4,30
North Carolina,370153,1,1,1,1,2,2021,2,20,20
North Carolina,370154,1,1,1,22,2,2021,2,2,18
North Carolina,370155,1,1,1,18,2,2021,5,23,37
North Carolina,370156,1,1,0,7,3,2021,1,0,35
North Carolina,370157,1,2,0,13,2,2021,7,17,46
North Carolina,370158,1,1,0,8,2,2021,2,15,31
North Carolina,370159,1,1,0,26,2,2021,6,21,45
North Carolina,370160,1,2,0,5,2,2021,6,17,37
North Carolina,370161,1,1,0,2,2,2021,3,22,43
North Carolina,370162,2,2,0,9,2,2021,3,18,14
North Carolina,370163,3,4,0,7,2,2021,1,18,16
North Carolina,370164,2,2,0,15,2,2021,2,16,23
North Carolina,370165,1,1,0,10,2,2021,4,6,59
North Carolina,370166,1,1,0,24,2,2021,4,19,40
North Carolina,370167,2,2,0,9,2,2021,3,12,25
North Carolina,370168,1,1,1,20,2,2021,7,21,50
North Carolina,370169,2,7,0,2,2,2021,3,17,7
North Carolina,370170,3,6,0,5,2,2021,6,20,5
North Carolina,370171,1,7,0,7,2,2021,1,15,40
North Carolina,370172,1,1,0,7,2,2021,1,17,48
North Carolina,370173,1,2,0,6,2,2021,7,1,32
North Carolina,370174,1,1,0,6,2,2021,7,23,34
North Carolina,370175,1,1,0,3,2,2021,4,18,59
North Carolina,370176,2,2,0,24,2,2021,4,20,35
North Carolina,370177,2,3,0,20,2,2021,7,12,0
North Carolina,370178,1,2,0,13,2,2021,7,12,30
North Carolina,370179,2,2,0,17,2,2021,4,12,24
North Carolina,370180,5,14,0,24,2,2021,4,12,43
North Carolina,370181,1,1,0,20,2,2021,7,7,37
North Carolina,370182,2,2,0,7,2,2021,1,6,54
North Carolina,370183,1,1,1,7,2,2021,1,18,45
North Carolina,370184,1,1,0,9,2,2021,3,11,7
North Carolina,370185,2,4,0,9,2,2021,3,11,33
North Carolina,370186,2,2,0,13,2,2021,7,8,48
North Carolina,370187,2,6,0,13,2,2021,7,13,55
North Carolina,370188,3,1,0,17,2,2021,4,7,26
North Carolina,370189,2,2,0,19,2,2021,6,4,58
North Carolina,370190,1,1,0,3,2,2021,4,4,56
North Carolina,370191,3,4,0,23,2,2021,3,12,46
North Carolina,370192,1,1,0,28,2,2021,1,21,3
North Carolina,370193,1,1,1,19,2,2021,6,23,35
North Carolina,370194,1,2,0,1,2,2021,2,7,27
North Carolina,370195,2,3,0,12,2,2021,6,9,54
North Carolina,370196,1,1,1,13,2,2021,7,22,38
North Carolina,370197,1,1,0,31,1,2021,1,12,55
North Carolina,370198,2,2,0,22,3,2021,2,11,30
North Carolina,370199,1,1,0,15,3,2021,2,13,21
North Carolina,370200,1,3,0,15,3,2021,2,1,54
North Carolina,370201,3,5,0,15,3,2021,2,16,47
North Carolina,370202,1,1,1,4,3,2021,5,23,18
North Carolina,370203,1,1,0,8,3,2021,2,11,10
North Carolina,370204,1,1,0,23,3,2021,3,0,28
North Carolina,370205,2,2,0,25,3,2021,5,14,22
North Carolina,370206,2,3,0,1,3,2021,2,19,50
North Carolina,370207,1,1,1,29,3,2021,2,4,5
North Carolina,370208,1,1,0,14,3,2021,1,16,30
North Carolina,370209,2,3,0,30,3,2021,3,17,45
North Carolina,370210,1,1,0,18,3,2021,5,7,17
North Carolina,370211,1,1,0,18,3,2021,5,9,34
North Carolina,370212,1,1,0,15,3,2021,2,21,2
North Carolina,370213,1,1,1,9,3,2021,3,16,16
North Carolina,370214,1,1,1,15,3,2021,2,20,30
North Carolina,370215,1,1,0,27,3,2021,7,19,40
North Carolina,370216,3,6,0,27,3,2021,7,9,43
North Carolina,370217,2,2,0,31,3,2021,4,15,14
North Carolina,370218,2,3,0,22,3,2021,2,8,14
North Carolina,370219,1,1,1,7,3,2021,1,0,14
North Carolina,370220,1,1,0,7,3,2021,1,19,23
North Carolina,370222,1,1,0,17,3,2021,4,16,41
North Carolina,370223,2,3,0,28,3,2021,1,1,56
North Carolina,370224,2,2,0,9,3,2021,3,17,11
North Carolina,370225,1,1,0,21,3,2021,1,15,20
North Carolina,370226,1,3,0,6,3,2021,7,17,8
North Carolina,370227,1,1,0,27,3,2021,7,0,50
North Carolina,370228,1,1,0,27,3,2021,7,18,33
North Carolina,370229,1,1,0,8,3,2021,2,8,5
North Carolina,370230,1,1,0,1,3,2021,2,23,47
North Carolina,370231,2,3,0,30,3,2021,3,7,41
North Carolina,370232,1,2,1,20,3,2021,7,2,39
North Carolina,370233,2,3,0,10,3,2021,4,23,44
North Carolina,370234,1,1,1,15,3,2021,2,20,11
North Carolina,370235,3,3,0,15,3,2021,2,16,9
North Carolina,370236,2,2,0,15,3,2021,2,18,3
North Carolina,370237,1,1,1,26,3,2021,6,1,4
North Carolina,370238,2,2,0,29,3,2021,2,20,31
North Carolina,370239,2,2,0,24,3,2021,4,13,20
North Carolina,370240,1,1,0,6,3,2021,7,1,51
North Carolina,370241,5,6,0,12,3,2021,6,23,16
North Carolina,370242,2,2,0,2,3,2021,3,6,57
North Carolina,370243,1,1,0,20,3,2021,7,19,4
North Carolina,370244,1,1,1,5,3,2021,6,19,35
North Carolina,370245,1,1,0,14,3,2021,1,21,33
North Carolina,370246,1,1,1,18,3,2021,5,6,28
North Carolina,370247,2,3,1,4,3,2021,5,21,36
North Carolina,370248,2,2,0,4,3,2021,5,23,21
North Carolina,370249,2,2,0,18,3,2021,5,15,9
North Carolina,370251,3,4,0,30,3,2021,3,15,43
North Carolina,370252,1,1,0,7,3,2021,1,6,16
North Carolina,370253,1,1,0,10,3,2021,4,21,6
North Carolina,370254,1,1,0,27,3,2021,7,11,4
North Carolina,370255,2,2,0,29,3,2021,2,0,40
North Carolina,370256,3,5,0,15,3,2021,2,12,36
North Carolina,370257,2,3,0,18,3,2021,5,14,16
North Carolina,370258,2,3,0,26,3,2021,6,13,12
North Carolina,370259,2,3,0,29,3,2021,2,14,22
North Carolina,370260,1,2,0,10,3,2021,4,10,10
North Carolina,370261,2,2,0,4,3,2021,5,18,5
North Carolina,370262,1,1,0,6,3,2021,7,2,51
North Carolina,370263,1,1,0,18,3,2021,5,20,36
North Carolina,370264,1,1,1,12,3,2021,6,0,18
North Carolina,370265,1,1,1,13,3,2021,7,18,45
North Carolina,370266,1,1,0,7,3,2021,1,7,22
North Carolina,370267,1,1,0,8,3,2021,2,23,10
North Carolina,370268,2,2,0,13,3,2021,7,16,48
North Carolina,370269,2,5,0,30,3,2021,3,18,57
North Carolina,370270,1,1,0,19,3,2021,6,19,45
North Carolina,370271,1,1,0,1,3,2021,2,23,27
North Carolina,370272,2,2,0,5,3,2021,6,8,36
North Carolina,370273,3,3,0,2,3,2021,3,18,11
North Carolina,370274,1,1,0,21,3,2021,1,18,29
North Carolina,370275,1,2,0,25,3,2021,5,15,13
North Carolina,370276,2,2,0,31,3,2021,4,7,14
North Carolina,370277,2,3,0,21,3,2021,1,12,40
North Carolina,370278,2,2,0,9,3,2021,3,20,45
North Carolina,370279,1,1,0,13,3,2021,7,12,30
North Carolina,370280,2,1,1,15,3,2021,2,10,38
North Carolina,370281,1,1,0,17,3,2021,4,20,34
North Carolina,370282,3,4,0,4,3,2021,5,19,21
North Carolina,370283,1,1,0,12,3,2021,6,18,22
North Carolina,370284,2,1,0,11,3,2021,5,23,51
North Carolina,370285,2,4,0,24,3,2021,4,7,41
North Carolina,370286,2,2,0,29,3,2021,2,16,47
North Carolina,370287,1,1,0,11,3,2021,5,16,15
North Carolina,370288,2,2,0,5,3,2021,6,19,56
North Carolina,370289,1,1,0,14,3,2021,1,6,48
North Carolina,370290,1,1,0,8,3,2021,2,10,46
North Carolina,370291,1,1,1,22,3,2021,2,6,12
North Carolina,370292,2,3,0,4,3,2021,5,10,37
North Carolina,370293,2,3,0,16,3,2021,3,13,50
North Carolina,370294,1,3,0,8,3,2021,2,22,51
North Carolina,370295,1,1,2,5,3,2021,6,19,30
North Carolina,370296,1,1,1,23,3,2021,3,22,56
North Carolina,370297,2,3,0,13,3,2021,7,21,54
North Carolina,370298,2,2,0,30,3,2021,3,18,3
North Carolina,370299,2,2,0,28,3,2021,1,0,8
North Carolina,370300,2,4,0,3,3,2021,4,7,22
North Carolina,370301,2,3,0,20,3,2021,7,12,53
North Carolina,370302,3,3,0,13,3,2021,7,18,8
North Carolina,370303,1,2,0,15,4,2021,5,9,31
North Carolina,370304,2,2,0,10,4,2021,7,12,27
North Carolina,370305,1,2,0,3,4,2021,7,23,48
North Carolina,370306,1,1,0,4,4,2021,1,15,22
North Carolina,370308,1,2,0,10,4,2021,7,13,2
North Carolina,370309,1,2,0,16,4,2021,6,8,42
North Carolina,370310,2,2,0,11,4,2021,1,13,36
North Carolina,370311,2,3,0,12,4,2021,2,17,22
North Carolina,370312,2,4,0,15,4,2021,5,15,32
North Carolina,370313,1,1,1,6,4,2021,3,8,36
North Carolina,370314,1,1,0,26,4,2021,2,3,47
North Carolina,370315,2,1,1,26,4,2021,2,12,44
North Carolina,370316,1,1,0,24,4,2021,7,15,14
North Carolina,370317,1,1,0,16,4,2021,6,22,50
North Carolina,370318,1,1,0,8,4,2021,5,2,53
North Carolina,370319,1,1,1,15,4,2021,5,20,32
North Carolina,370320,1,1,0,2,4,2021,6,19,31
North Carolina,370321,2,2,0,16,4,2021,6,20,24
North Carolina,370322,1,1,0,28,4,2021,4,9,54
North Carolina,370323,1,1,0,30,4,2021,6,16,24
North Carolina,370324,2,2,0,15,4,2021,5,18,0
North Carolina,370325,2,3,0,27,4,2021,3,23,25
North Carolina,370326,1,1,0,28,4,2021,4,4,52
North Carolina,370327,1,1,1,3,4,2021,7,0,13
North Carolina,370328,1,1,1,3,4,2021,7,12,20
North Carolina,370329,2,2,0,9,4,2021,6,5,57
North Carolina,370330,1,1,1,15,4,2021,5,5,47
North Carolina,370331,2,2,0,25,4,2021,1,15,35
North Carolina,370332,1,2,1,16,4,2021,6,20,26
North Carolina,370333,1,3,1,5,4,2021,2,0,52
North Carolina,370334,2,2,0,7,4,2021,4,5,48
North Carolina,370335,1,2,0,13,4,2021,3,16,59
North Carolina,370336,2,4,0,14,4,2021,4,13,59
North Carolina,370337,2,1,1,13,4,2021,3,14,24
North Carolina,370338,2,3,0,19,4,2021,2,18,0
North Carolina,370339,2,3,0,20,4,2021,3,13,14
North Carolina,370340,1,1,0,15,4,2021,5,16,41
North Carolina,370341,2,2,0,18,4,2021,1,8,52
North Carolina,370342,1,1,0,22,4,2021,5,23,44
North Carolina,370343,2,4,0,18,4,2021,1,17,29
North Carolina,370344,1,1,0,26,4,2021,2,12,15
North Carolina,370345,2,2,0,29,4,2021,5,21,50
North Carolina,370346,5,6,0,13,4,2021,3,18,51
North Carolina,370347,2,3,0,26,4,2021,2,7,41
North Carolina,370348,1,1,0,18,4,2021,1,2,36
North Carolina,370349,1,3,0,11,4,2021,1,19,5
North Carolina,370350,1,1,1,28,4,2021,4,11,7
North Carolina,370351,1,2,0,28,4,2021,4,20,1
North Carolina,370352,2,3,0,26,4,2021,2,8,16
North Carolina,370353,1,1,0,9,4,2021,6,14,30
North Carolina,370354,2,2,0,17,4,2021,7,9,39
North Carolina,370355,1,1,1,26,4,2021,2,18,45
North Carolina,370356,3,5,0,3,4,2021,7,10,37
North Carolina,370357,1,1,0,6,4,2021,3,99,99
North Carolina,370358,2,3,0,8,4,2021,5,0,43
North Carolina,370359,1,2,0,8,4,2021,5,11,1
North Carolina,370360,2,2,0,4,4,2021,1,18,45
North Carolina,370361,2,3,0,20,4,2021,3,16,13
North Carolina,370362,1,4,0,23,4,2021,6,13,42
North Carolina,370363,1,4,0,28,4,2021,4,4,51
North Carolina,370364,2,2,0,20,4,2021,3,15,58
North Carolina,370365,2,3,0,21,4,2021,4,20,51
North Carolina,370366,1,1,0,22,4,2021,5,17,40
North Carolina,370367,2,2,0,28,4,2021,4,20,12
North Carolina,370368,2,3,0,27,4,2021,3,12,22
North Carolina,370369,3,2,0,22,4,2021,5,17,50
North Carolina,370370,1,1,0,13,4,2021,3,23,34
North Carolina,370371,2,3,0,24,4,2021,7,20,24
North Carolina,370372,1,5,1,1,4,2021,5,5,9
North Carolina,370373,1,1,1,6,4,2021,3,17,50
North Carolina,370374,2,3,0,7,4,2021,4,11,6
North Carolina,370375,2,2,0,17,4,2021,7,18,9
North Carolina,370376,5,6,0,12,4,2021,2,17,31
North Carolina,370377,3,4,0,2,4,2021,6,13,4
North Carolina,370378,1,1,0,23,4,2021,6,20,11
North Carolina,370379,2,2,0,26,4,2021,2,0,4
North Carolina,370380,1,1,0,16,4,2021,6,9,3
North Carolina,370381,2,6,0,17,4,2021,7,18,31
North Carolina,370382,1,1,1,6,4,2021,3,7,58
North Carolina,370383,1,1,1,28,4,2021,4,20,32
North Carolina,370384,1,1,0,24,4,2021,7,1,0
North Carolina,370385,1,2,0,25,4,2021,1,18,9
North Carolina,370386,2,2,0,12,4,2021,2,15,36
North Carolina,370387,2,2,0,10,4,2021,7,20,15
North Carolina,370388,1,1,0,11,4,2021,1,11,6
North Carolina,370389,1,1,0,17,4,2021,7,12,15
North Carolina,370390,1,1,1,11,4,2021,1,23,5
North Carolina,370391,1,1,1,11,4,2021,1,3,42
North Carolina,370392,1,1,0,14,4,2021,4,20,53
North Carolina,370393,2,2,0,18,4,2021,1,2,53
North Carolina,370394,2,3,0,14,4,2021,4,17,54
North Carolina,370395,1,2,0,21,4,2021,4,2,2
North Carolina,370396,2,3,0,22,4,2021,5,20,23
North Carolina,370397,2,1,3,24,4,2021,7,21,6
North Carolina,370398,1,1,1,27,4,2021,3,23,9
North Carolina,370399,1,1,0,18,4,2021,1,11,54
North Carolina,370400,2,5,0,4,4,2021,1,22,31
North Carolina,370401,1,1,1,12,4,2021,2,1,4
North Carolina,370402,1,1,1,11,4,2021,1,2,30
North Carolina,370403,1,1,0,15,4,2021,5,18,54
North Carolina,370404,2,2,0,29,4,2021,5,17,30
North Carolina,370405,1,1,0,20,4,2021,3,2,16
North Carolina,370406,1,2,0,10,4,2021,7,11,46
North Carolina,370407,2,4,0,9,4,2021,6,13,58
North Carolina,370408,1,1,0,15,4,2021,5,2,16
North Carolina,370409,1,1,0,27,4,2021,3,23,1
North Carolina,370410,2,3,0,28,4,2021,4,17,56
North Carolina,370411,2,2,0,6,4,2021,3,12,3
North Carolina,370412,2,6,0,6,4,2021,3,17,22
North Carolina,370413,2,3,0,11,4,2021,1,19,42
North Carolina,370414,2,3,0,8,4,2021,5,11,22
North Carolina,370415,2,2,0,29,4,2021,5,15,45
North Carolina,370416,1,1,0,11,4,2021,1,16,52
North Carolina,370417,1,1,0,5,4,2021,2,20,24
North Carolina,370418,1,2,0,13,4,2021,3,3,29
North Carolina,370419,2,2,0,12,4,2021,2,16,44
North Carolina,370420,2,2,0,23,4,2021,6,17,43
North Carolina,370421,1,3,0,21,4,2021,4,14,58
North Carolina,370423,2,2,0,1,4,2021,5,8,43
North Carolina,370424,2,2,0,5,4,2021,2,3,41
North Carolina,370425,1,1,0,8,4,2021,5,15,31
North Carolina,370426,2,2,0,12,4,2021,2,16,32
North Carolina,370427,2,3,0,27,4,2021,3,1,21
North Carolina,370428,2,4,0,19,4,2021,2,3,11
North Carolina,370429,3,5,0,30,4,2021,6,15,19
North Carolina,370430,2,5,0,9,4,2021,6,15,10
North Carolina,370431,2,3,0,25,4,2021,1,15,3
North Carolina,370432,3,3,0,30,4,2021,6,7,9
North Carolina,370433,1,1,1,30,4,2021,6,10,45
North Carolina,370434,1,1,0,3,4,2021,7,18,38
North Carolina,370435,2,2,0,10,4,2021,7,22,13
North Carolina,370436,1,1,0,3,4,2021,7,17,0
North Carolina,370437,1,2,1,12,4,2021,2,20,39
North Carolina,370438,2,2,0,22,4,2021,5,18,12
North Carolina,370439,2,2,0,2,4,2021,6,6,52
North Carolina,370440,1,1,0,4,4,2021,1,16,37
North Carolina,370441,2,3,0,19,4,2021,2,18,47
North Carolina,370442,1,1,1,13,4,2021,3,21,21
North Carolina,370443,2,2,0,25,4,2021,1,8,19
North Carolina,370444,2,2,0,6,4,2021,3,9,22
North Carolina,370445,1,2,0,14,4,2021,4,20,39
North Carolina,370446,2,3,0,10,4,2021,7,10,51
North Carolina,370447,1,3,0,14,4,2021,4,3,15
North Carolina,370448,1,2,1,2,4,2021,6,18,51
North Carolina,370449,1,1,0,10,4,2021,7,2,33
North Carolina,370450,2,3,0,7,4,2021,4,21,4
North Carolina,370451,2,2,0,15,4,2021,5,13,17
North Carolina,370452,1,1,0,16,4,2021,6,0,40
North Carolina,370453,2,2,0,11,4,2021,1,18,0
North Carolina,370454,2,3,0,27,4,2021,3,17,7
North Carolina,370455,2,3,0,2,4,2021,6,17,55
North Carolina,370456,1,1,0,10,4,2021,7,22,38
North Carolina,370457,2,1,0,18,4,2021,1,17,56
